Company Name,Ticker,Optionable,Sector,Industry,Market Cap ,Shares Outstanding ,Avg Volume,Last Close,Beta,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range
"TriNet Group, Inc.",TNET,YES,Business Services,Outsourcing,3291.2,70.06,381585.19,46.98,2.5,48.79,27.57,91.47
Teekay Tankers Ltd.,TNK,YES,Transportation,Transportation - Shipping,197.12,179.2,830585.13,1.1,2.02,2.08,1.08,2
Tsakos Energy Navigation Ltd,TNP,YES,Transportation,Transportation - Shipping,286.92,84.89,240724.34,3.38,1.27,5.21,3.21,8.5
Tonix Pharmaceuticals Holding Corp.,TNXP,YES,Medical,Medical - Drugs,22.87,7.83,59903.05,2.92,2.85,4.83,2.85,3.54
Toll Brothers Inc.,TOL,YES,Construction,Building Products - Home Builders,6615.07,153.73,1803414.63,43.03,1.38,52.54,35.33,44.74
Teekay Offshore Partners L.P.,TOO,YES,Transportation,Transportation - Shipping,1000.51,410.05,382028.19,2.44,2.55,5.68,1.67,19.2
TOTAL S.A.,TOT,YES,Oils-Energy,Oil and Gas - Integrated - International,148116.05,2494.38,1431633.75,59.38,0.76,59.7,48.45,97.16
Tuniu Corporation,TOUR,YES,Computer and Technology,Internet - Content,795.97,126.54,292608.84,6.29,1.57,9.47,5.87,11.67
Towne Bank,TOWN,YES,Finance,Banks - Southeast,2035.7,72.06,174779.55,28.25,1,34.9,28.1,2.21
"Tower International, Inc.",TOWR,YES,Auto-Tires-Trucks,Automotive - Original Equipment,596.76,20.54,111880.7,29.05,2.36,33.05,21.1,66.53
Tutor Perini Corporation,TPC,YES,Construction,Building Products - Heavy Construction,1082.95,49.79,593933.94,21.75,2.04,32.25,20.75,8.7
"TRI Pointe Group, Inc.",TPH,YES,Construction,Building Products - Home Builders,2547.93,151.21,1216227.75,16.85,1.43,19.42,12.09,64.94
"TPI Composites, Inc.",TPIC,YES,Industrial Products,Industrial Services,770.25,34.1,247315.75,22.59,-0.94,25.05,15.57,74.05
"Tapestry, Inc.",TPR,YES,Retail-Wholesale,Retail - Apparel and Shoes,14987.66,284.88,2365710.5,52.61,0.43,54,38.74,90.89
Third Point Reinsurance Ltd.,TPRE,YES,Finance,Insurance - Property and Casualty,1342.67,103.28,624318.13,13,1.1,17,11.5,27.27
TriplePoint Venture Growth BDC Corp.,TPVG,YES,Finance,Financial - SBIC & Commercial Industry,214.84,17.71,91528.95,12.13,1.2,14.32,11.5,22.34
"Tempur Sealy International, Inc.",TPX,YES,Retail-Wholesale,Retail - Home Furnishings,2402.25,54.33,798264.88,44.22,1.34,67.63,40.58,13.46
"Tootsie Roll Industries, Inc.",TR,YES,Consumer Staples,Food - Confectionery,1934.1,64.47,114223.35,30,0.67,37.77,28.75,13.86
Tejon Ranch Co,TRC,YES,Finance,Real Estate - Operations,615.78,25.87,97373.6,23.8,1.36,24.47,18.69,88.41
Tribune Media Company,TRCO,YES,Consumer Discretionary,Broadcast Radio and Television,3525.13,87.49,432680.5,40.29,1.32,43.58,36.55,53.2
Trecora Resources,TREC,YES,Basic Materials,Chemical - Diversified ,329.35,24.31,46247.4,13.55,1.34,14.15,10.25,84.61
"LendingTree, Inc.",TREE,YES,Finance,Financial - Mortgage & Related Services,4025.75,12.24,176791.95,328.8,1.73,402.6,116.8,74.18
"Trex Company, Inc.",TREX,YES,Construction,Building Products - Wood,3221.25,29.43,171961.05,109.46,2.25,117.76,62.73,84.92
"Targa Resources, Inc.",TRGP,YES,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,9764.21,218.83,2331956.5,44.62,1.98,59.72,40.35,22.04
Tabula Rasa Healthcare Inc.,TRHC,YES,Medical,Medical Info Systems,750.11,20.01,651702.63,37.48,2.39,41.23,11.8,87.26
Thomson Reuters Corp,TRI,YES,Business Services,Technology Services,28361.58,709.57,974221.88,39.97,0.69,48.06,38.53,15.11
Trinity Biotech PLC,TRIB,YES,Medical,Medical - Products,120.21,24.04,49928.2,5,1.31,6.15,4.5,30.3
Trillium Therapeutics Inc.,TRIL,YES,Medical,Medical - Drugs,88.75,13.15,53598.25,6.75,1.83,12.35,4.18,31.5
"TripAdvisor, Inc.",TRIP,YES,Retail-Wholesale,Internet - Commerce,5531.48,138.98,1808663.25,39.8,1.83,47.99,30.06,54.32
"Speedway Motorsports, Inc.",TRK,YES,Consumer Discretionary,Leisure and Recreation Services,707.92,40.97,41241.3,17.28,1.05,23.12,16.93,5.65
Trimble Inc.,TRMB,YES,Computer and Technology,Electronics - Miscellaneous Products,8534.19,248.59,1110972,34.33,2.43,45.08,30.46,26.47
Trustmark Corporation,TRMK,YES,Finance,Banks - Southeast,2082.16,68.38,417845.56,30.45,1.03,34.85,28.36,32.2
"Trinity Industries, Inc.",TRN,YES,Transportation,Transportation - Equipment and Leasing,4750.91,150.82,1496998.75,31.5,2,37.88,25.49,48.51
"tronc, Inc.",TRNC,YES,Consumer Staples,Publishing - Newspapers,568.03,35.7,182031.95,15.91,2,21.55,10.91,46.99
Terreno Realty Corporation,TRNO,YES,Finance,REIT and Equity Trust - Other,1873.75,55.47,280427.84,33.78,0.74,38.32,28.5,53.77
"TrovaGene, Inc.",TROV,YES,Medical,Medical - Biomedical and Genetics,17.81,55.29,2196154.75,0.3221,-0.09,1.45,0.25,6.01
"T. Rowe Price Group, Inc.",TROW,YES,Finance,Financial - Investment Management,25665.62,244.6,1910059.25,104.93,1.21,119.99,68.68,70.65
Tronox Limited,TROX,YES,Basic Materials,Chemical - Specialty,2212.92,121.39,914170.19,18.23,3.2,27.42,13.25,35.15
TransCanada Corporation,TRP,YES,Oils-Energy,Oil and Gas - Production and Pipelines,36959.95,884.84,1785958.63,41.77,0.64,51.78,39.93,15.53
Turquoise Hill Resources Ltd.,TRQ,YES,Basic Materials,Mining - Miscellaneous,5875.96,2012.31,4280268,2.92,0.14,3.57,2.47,40.91
TriMas Corporation,TRS,YES,Industrial Products,Metal Products - Procurement and Fabrication,1258.39,45.93,162130.2,27.4,1.77,28.3,19.9,89.29
TrustCo Bank Corp NY,TRST,YES,Finance,Banks - Northeast,823.83,96.36,359551.44,8.55,1.04,9.7,7.35,51.06
Triton International Limited,TRTN,YES,Transportation,Transportation - Equipment and Leasing,2375.51,80.83,438742.34,29.39,2.63,43.43,25.51,21.65
TransUnion,TRU,YES,Business Services,Business - Information Services,10333.01,183.6,1200977.75,56.28,0.74,61.35,37.97,78.32
"TrueCar, Inc.",TRUE,YES,Computer and Technology,Internet - Services,932,100.87,1746135.25,9.24,2.59,21.56,9.02,1.75
"Trupanion, Inc.",TRUP,YES,Finance,Insurance - Accident and Health,788.76,30.13,394520.56,26.18,0.57,36.75,14.45,52.6
"The Travelers Companies, Inc.",TRV,YES,Finance,Insurance - Property and Casualty,37248.07,271.43,1583644.88,137.23,1.25,150,115.18,63.33
Trivago N.V. ADS,TRVG,YES,Computer and Technology,Internet - Services,2241.07,350.71,907793.63,6.39,0.84,24.07,6.37,0.11
"Trevena, Inc.",TRVN,YES,Medical,Medical - Biomedical and Genetics,111.81,66.95,628642.56,1.67,-0.52,3.56,1.4,12.5
Tanzanian Royalty Exploration Corporation,TRX,YES,Basic Materials,Mining - Gold,47.79,122.44,160521.66,0.3903,0.78,0.57,0.25,45.31
"TransEnterix, Inc.",TRXC,YES,Medical,Medical - Instruments,349.41,201.97,1540174.25,1.73,1.09,4,0.47,35.78
Tenaris S.A.,TS,YES,Industrial Products,Steel - Pipe and Tube,20694.8,590.27,2355382.25,35.06,0.71,37.12,25.97,81.53
Tractor Supply Company,TSCO,YES,Retail-Wholesale,Retail - Miscellaneous,7358.28,123.88,1755968.63,59.4,1.28,82.39,49.99,29.04
Trinseo S.A.,TSE,YES,Basic Materials,Chemical - Plastic,3101.05,43.28,389108.34,71.65,2.3,83.9,58.45,51.87
Tower Semiconductor Ltd.,TSEM,YES,Computer and Technology,Electronics - Semiconductors,2656.4,98.46,501460.84,26.98,1.15,35.95,20.8,40.79
Amaya Inc.,TSG,YES,Consumer Discretionary,Gaming,3951.41,148.27,377472.44,26.65,1.8,29.4,16.1,79.32
"Tesla, Inc.",TSLA,YES,Auto-Tires-Trucks,Automotive - Domestic,48929.34,168.92,10629081,289.66,1.19,385,252.48,28.06
"TPG Specialty Lending, Inc.",TSLX,YES,Finance,Financial - Mortgage & Related Services,1081.77,60.4,475806.75,17.91,0.61,21.61,17.47,10.63
Taiwan Semiconductor Manufacturing Company Ltd.,TSM,YES,Computer and Technology,Semiconductor - Circuit Foundry,223361.02,5186,5884984,43.07,0.9,46.38,31.61,77.59
"Tyson Foods, Inc.",TSN,YES,Consumer Staples,Food - Meat Products,25859.36,368,2173601.25,70.27,0.19,83.62,57.34,49.2
"Townsquare Media, Inc.",TSQ,YES,Consumer Discretionary,Broadcast Radio and Television,144.86,18.48,87125.95,7.84,1.24,12.1,6.55,23.24
"TESARO, Inc.",TSRO,YES,Medical,Medical - Drugs,2825.32,54.56,939499.81,51.78,1.34,155.73,51.78,0
"Total System Services, Inc.",TSS,YES,Business Services,Financial Transaction Services,15370.35,181.73,1054931.75,84.58,1.11,90.74,52.12,84.05
TIM Participacoes S.A.,TSU,YES,Computer and Technology,Wireless Non-US ,10211.9,484.21,846571.88,21.09,1.36,22.49,13.75,83.98
Toro Company (The),TTC,YES,Consumer Discretionary,Tools - Handheld,6424.13,107.19,489798.75,59.93,0.64,73.69,59.39,3.78
The Trade Desk Inc.,TTD,YES,Computer and Technology,Internet - Services,2006.29,41.85,807880,47.94,1.93,66.51,35.19,40.71
"TeleTech Holdings, Inc.",TTEC,YES,Business Services,Outsourcing,1424.47,45.88,88482.9,31.05,0.93,43.35,28.95,14.58
"Tetra Tech, Inc.",TTEK,YES,Industrial Products,Pollution Control,2753.45,55.85,241605.09,49.3,0.97,53,40.25,70.98
"TechTarget, Inc.",TTGT,YES,Computer and Technology,Internet - Content,530.43,27.48,246298.84,19.3,1.33,20.3,9.01,91.14
"Tetra Technologies, Inc.",TTI,YES,Oils-Energy,Oil and Gas - Field Services,370.84,115.89,888031.69,3.2,0.69,4.53,1.87,50
"TTM Technologies, Inc.",TTMI,YES,Computer and Technology,Electronics - Miscellaneous Components,1540.19,103.44,566036.13,14.89,1.73,19.37,12.81,31.71
"Titan Pharmaceuticals, Inc.",TTNP,YES,Medical,Medical - Biomedical and Genetics,20.57,21.2,173915.59,0.97,1.4,3.25,0.95,0.87
"T2 Biosystems, Inc.",TTOO,YES,Medical,Medical - Instruments,236.65,36.02,256172.95,6.57,1.2,7,2.52,90.4
"Tetraphase Pharmaceuticals, Inc.",TTPH,YES,Medical,Medical - Drugs,157.36,51.6,1186183.75,3.05,2.61,8.31,2.08,15.57
"Tile Shop Hldgs, Inc.",TTS,YES,Retail-Wholesale,Building Products - Retail,289.44,52.15,737885.13,5.55,1.73,21.8,5.2,2.11
"Take-Two Interactive Software, Inc.",TTWO,YES,Consumer Discretionary,Toys - Games - Hobbies,11040.58,114.4,4150597.25,96.51,1.04,126.67,57.53,56.38
TELUS Corporation,TU,YES,Utilities,Diversified Communication Services,21080.85,595,436210.66,35.43,0.89,38.25,32.66,49.55
Tuesday Morning Corp.,TUES,YES,Retail-Wholesale,Retail - Discount Stores,183.67,45.92,367931.5,4,1.37,4,1.6,100
Tupperware Brands Corporation,TUP,YES,Consumer Staples,Consumer Products - Staples,2410.67,51.12,899914.5,47.16,1.52,73.52,46.21,3.48
iShares MSCI Turkey ETF,TUR,YES,Finance,Financial - Investment Funds,280,7,262544,40,0.89,47.12,35.25,40.02
"Harris & Harris Group, Inc.",TURN,YES,Construction,Engineering - R and D Services,56.64,31.12,35502.5,1.82,0.5,2.23,1.42,49.4
Grupo Televisa S.A.,TV,YES,Consumer Discretionary,Broadcast Radio and Television,10334.65,573.51,4122684.5,18.02,1.41,27.27,14.56,27.22
Travelport Worldwide Limited,TVPT,YES,Retail-Wholesale,Internet - Commerce,2031.71,125.41,1924999.75,16.2,0.26,16.8,11.79,88.02
"Healthways, Inc.",TVTY,YES,Medical,Medical Services,1561.55,39.78,588261.38,39.25,0.31,48.05,28.2,55.67
"Titan International, Inc.",TWI,YES,Industrial Products,Manufacturing - Farm Equipment,703.38,59.81,229574.41,11.76,1.69,14.15,8.08,60.63
"Twin Disc, Incorporated",TWIN,YES,Industrial Products,Manufacturing - General Industrial ,244.44,11.59,39942.5,21.1,1.71,31.34,14.92,37.64
Twilio Inc.,TWLO,YES,Computer and Technology,Internet - Software,3474.26,94.23,1804450.75,36.87,-0.48,42.06,23.17,72.53
HOSTESS BRANDS,TWNK,YES,Consumer Staples,Food - Confectionery,1919.12,130.11,789383.75,14.75,0.19,17.14,11.27,59.28
Two Harbors Investments Corp,TWO,YES,Finance,REIT and Equity Trust,2729.83,175.44,1646718.88,15.56,0.29,20.94,14.21,20.06
"2U, Inc.",TWOU,YES,Computer and Technology,Internet - Software,4384.37,52.72,562743.88,83.17,-0.09,89.6,40.66,86.86
"Twitter, Inc.",TWTR,YES,Computer and Technology,Internet - Software,21032.84,750.91,30931396,28.01,0.86,36.6,14.29,61.5
Time Warner Inc.,TWX,YES,Consumer Discretionary,Media Conglomerates,74468.02,779.85,5538307.5,95.49,0.88,103.64,87.05,50.87
Ternium S.A.,TX,YES,Basic Materials,Steel - Producers,6882.27,200.47,230020.84,34.33,1.15,36.69,23.18,82.53
"TherapeuticsMD, Inc.",TXMD,YES,Medical,Medical - Drugs,1075.51,216.4,1823836.75,4.97,1.36,7.7,3.84,29.27
Texas Instruments Incorporated,TXN,YES,Computer and Technology,Semiconductor - General,98191.83,983.79,5235117.5,99.81,1.24,119.89,76.41,53.82
"Texas Roadhouse, Inc.",TXRH,YES,Retail-Wholesale,Retail - Restaurants,4245.62,71.36,747885.88,59.5,0.59,60.73,44.24,92.54
"Tyler Technologies, Inc.",TYL,YES,Computer and Technology,Business - Software Services,7924.72,37.9,226235.45,209.09,0.91,212.48,153.62,94.24
Monotype Imaging Holdings Inc.,TYPE,YES,Computer and Technology,Computer - Software,941.66,42.13,269421.94,22.35,0.8,25.6,17.85,58.06
Travelzoo Inc.,TZOO,YES,Retail-Wholesale,Internet - Commerce,83.49,12.46,31472.55,6.7,0.83,11.2,5.95,14.29
"Under Armour, Inc.",UA,YES,Consumer Discretionary,Textile - Apparel,6367.26,442.17,3226943.25,14.4,-0.68,21.25,10.59,35.74
"Under Armour, Inc.",UAA,YES,Consumer Discretionary,Textile - Apparel,7357.73,442.17,5613055,16.64,-0.23,23.14,11.61,43.63
"United Continental Holdings, Inc.",UAL,YES,Transportation,Transportation - Airline,19507.68,284.7,3332194,68.52,0.87,82.03,57.2,45.59
United States Antimony Corporation,UAMY,YES,Basic Materials,Mining - Non Ferrous,16.87,67.49,46043.15,0.25,1.06,0.48,0.22,11.2
"CVR Partners, LP",UAN,YES,Basic Materials,Fertilizers,352.31,113.28,159001,3.11,1.29,5.05,2.6,20.82
Urstadt Biddle Properties Inc.,UBA,YES,Finance,REIT and Equity Trust - Retail,765.23,38.65,101202.25,19.8,0.38,23.75,17.5,36.8
"United Financial Bancorp, Inc.",UBNK,YES,Finance,Banks - Northeast,833.93,50.97,130330.3,16.36,0.66,19.21,15.6,21.05
"Ubiquiti Networks, Inc.",UBNT,YES,Computer and Technology,Wireless Equipment,5370.49,77.69,396510.75,69.13,0.79,81.74,46.38,64.34
UBS Group AG,UBS,YES,Finance,Banks - Foreign,66409.54,3854.3,2387408,17.23,1.33,20.89,15.19,35.79
Union Bankshares Corporation,UBSH,YES,Finance,Banks - Southeast,2362.53,65.85,523601.69,35.88,1.15,39.71,30.65,57.73
"United Bankshares, Inc.",UBSI,YES,Finance,Banks - Southeast,3602.93,105.04,543305.63,34.3,1.02,41.8,32.05,23.08
"United Community Banks, Inc.",UCBI,YES,Finance,Banks - Northeast,2491.93,79.11,512500.84,31.5,0.87,33.36,24.67,78.6
United Community Financial Corp.,UCFC,YES,Finance,Financial - Savings and Loan,489.69,49.87,72979.75,9.82,0.42,10.05,7.91,89.25
"Ultra Clean Holdings, Inc.",UCTT,YES,Computer and Technology,Electronics - Manufacturing Machinery,681.68,38.47,838198.88,17.72,0.89,34.51,15.16,13.23
"United Dominion Realty Trust, Inc.",UDR,YES,Finance,REIT and Equity Trust - Residential,9538.45,268.16,1509616.63,35.57,0.36,40.49,32.92,35.01
Urban Edge Properties,UE,YES,Finance,REIT and Equity Trust - Retail,2406.25,113.82,810337.13,21.14,0.5,27.65,20.45,9.58
Uranium Energy Corp.,UEC,YES,Basic Materials,Mining - Miscellaneous,233.49,157.76,876918.19,1.48,1.84,1.98,1.05,46.24
Universal Electronics Inc.,UEIC,YES,Computer and Technology,Electronics - Miscellaneous Products,714.19,14.1,72530.9,50.65,1.23,72.45,42.9,26.23
"Net 1 UEPS Technologies, Inc.",UEPS,YES,Industrial Products,Security and Safety Services,531.38,56.83,248619.84,9.35,0.72,12.67,8.98,10.03
"United Fire Group, Inc",UFCS,YES,Finance,Insurance - Property and Casualty,1193.54,24.91,94621.3,47.91,0.48,48.97,39.38,88.95
"Unifi, Inc.",UFI,YES,Industrial Products,Textile - Products,678.47,18.3,61468.15,37.08,0.64,38.86,26.66,85.41
"Universal Forest Products, Inc.",UFPI,YES,Construction,Building Products - Wood,1996.45,61.2,258613.5,32.62,1.83,39.29,26.28,48.73
Domtar Corporation,UFS,YES,Basic Materials,Paper and Related Products,2704.13,62.7,836150.69,43.13,1.62,52.45,36.32,42.22
UGI Corporation,UGI,YES,Utilities,Utility - Gas Distribution,7659.34,173.01,752635.06,44.27,0.56,51.68,42.53,19.02
Ultrapar Participacoes S.A.,UGP,YES,Oils-Energy,Oil and Gas - Production and Pipelines,11083.59,556.41,444802.09,19.92,1.18,25.92,19.92,0
"Universal Health Services, Inc.",UHS,YES,Medical,Medical - Hospital,11232.03,94.27,713121.31,119.15,0.83,127.27,95.77,74.22
Universal Health Realty Income Trust,UHT,YES,Finance,REIT and Equity Trust - Other,828.11,13.73,46209.45,60.29,0.25,84.23,55.36,17.08
United Insurance Holdings Corp.,UIHC,YES,Finance,Insurance - Property and Casualty,765.58,42.75,103437.25,17.91,1.58,20,14.1,64.58
Unisys Corporation,UIS,YES,Computer and Technology,Computers - IT Services,524.92,50.47,522296.91,10.4,1.34,13.15,7,55.28
Unilever PLC,UL,YES,Consumer Staples,Soap and Cleaning Materials,69397.75,1231.77,1133523.75,56.34,0.81,59.92,50.1,63.54
Ultralife Corporation,ULBI,YES,Computer and Technology,Electronics - Miscellaneous Components,162.01,15.65,65030.8,10.35,-0.57,10.35,5.3,100
Ulta Beauty Inc.,ULTA,YES,Retail-Wholesale,Retail - Miscellaneous,12858.7,60.61,1391964,212.15,0.68,313.73,190.16,17.8
"The Ultimate Software Group, Inc.",ULTI,YES,Computer and Technology,Computer - Software,7499.91,31.28,212148.45,239.75,0.97,254.37,183.21,79.46
UMB Financial Corporation,UMBF,YES,Finance,Banks - Midwest,3602.44,50.03,231574.8,72,0.84,77.47,63.35,61.26
United Microelectronics Corporation,UMC,YES,Computer and Technology,Electronics - Semiconductors,6185.51,2444.86,1234634.38,2.53,0.55,2.73,1.89,76.19
"UMH Properties, Inc.",UMH,YES,Finance,REIT and Equity Trust - Residential,459.29,34.93,204622,13.15,0.48,17.89,11.67,23.79
Umpqua Holdings Corporation,UMPQ,YES,Finance,Banks - West,4701.97,220.44,1892660.25,21.33,1.03,23.14,16.72,71.81
Unilever NV,UN,YES,Consumer Staples,Soap and Cleaning Materials,97910.91,1714.73,1563035.25,57.1,0.84,61.39,50.66,60.02
Unifirst Corporation,UNF,YES,Industrial Products,Uniform and Related,3190.45,20.29,64699.6,157.25,0.61,175.05,133.6,57.06
"United Natural Foods, Inc.",UNFI,YES,Consumer Staples,Food - Miscellaneous,2179.69,50.41,489890.09,43.24,1.44,52.49,32.79,53.05
UnitedHealth Group Incorporated,UNH,YES,Medical,Medical - HMOs,215527.55,967.66,3922747.25,222.73,0.77,248.47,164.96,69.18
"Communications Sales & Leasing,Inc.",UNIT,YES,Finance,REIT and Equity Trust - Other,2854.67,175.78,1773896.38,16.24,0.72,27.64,14.17,15.37
Unum Group,UNM,YES,Finance,Insurance - Accident and Health,10277.58,221.26,1384953.75,46.45,1.46,58.59,43.8,17.92
Union Pacific Corporation,UNP,YES,Transportation,Transportation - Rail,101325.24,779.3,4164445.5,130.02,0.79,141.97,101.4,70.54
Unit Corporation,UNT,YES,Oils-Energy,Oil and Gas - Field Services,1010.83,53.06,654602.69,19.05,2.93,26.48,15.42,32.82
Univar Inc.,UNVR,YES,Basic Materials,Chemical - Diversified ,3865.22,141.12,740887,27.39,1.21,32.43,26.04,21.13
"Uni-Pixel, Inc.",UNXLQ,YES,Computer and Technology,Electronics - Miscellaneous Components,0.1,73.21,261157.55,0.0013,1.1,0.82,0,0.02
"Radio One, Inc.",UONEK,YES,Consumer Discretionary,Broadcast Radio and Television,90.26,48.79,36500.2,1.85,-0.22,3.45,1.45,20
"Upland Software, Inc.",UPLD,YES,Computer and Technology,Internet - Software,585.05,20.77,248113.45,28.17,0.33,30.09,15.66,86.69
"United Parcel Service, Inc.",UPS,YES,Transportation,Transportation - Air Freight and Cargo,90124.72,861.61,3550330.5,104.6,1.03,134.09,101.66,9.07
UQM TECHNOLOGIES INC,UQM,YES,Industrial Products,Manufacturing - Electronics,67.66,54.13,127460.35,1.25,0.29,1.66,0.46,65.83
"Urban Outfitters, Inc.",URBN,YES,Retail-Wholesale,Retail - Apparel and Shoes,4111.12,108.53,2176665.75,37.88,0.54,38.55,16.35,96.98
"United Rentals, Inc.",URI,YES,Construction,Building Products - Miscellaneous,14516.49,84.43,1167358.75,171.94,2.52,189.4,101.62,80.11
"USA Compression Partners, LP",USAC,YES,Oils-Energy,Oil and Gas - Mechanical and and Equitment,1057.31,62.19,203739.7,17,1.22,19.16,14.71,51.46
"USA Technologies, Inc.",USAT,YES,Computer and Technology,Computer - Integrated Systems,450.61,53.64,444665.5,8.4,0.59,9.9,4.35,72.97
U.S. Bancorp,USB,YES,Finance,Banks - Major Regional,83569.72,1651.9,7112609.5,50.59,0.94,58.11,49.25,15.12
"U S Concrete, Inc.",USCR,YES,Construction,Building Products - Concrete and Aggregates,977.3,16.82,381110.44,58.1,0.96,85.25,58.1,0
US Foods Holding Corp.,USFD,YES,Consumer Staples,Food - Miscellaneous,7153.62,215.15,2094191.75,33.25,0.5,34.66,26.04,83.64
USG Corporation,USG,YES,Construction,Building Products - Miscellaneous,5595.71,141.06,1968281.38,39.67,1.12,40.82,25.78,92.35
United States Cellular Corporation,USM,YES,Computer and Technology,Wireless National,3508.38,88.13,168315,39.81,0.49,40.91,32.76,86.5
"USANA Health Sciences, Inc.",USNA,YES,Medical,Medical - Drugs,2255.83,24.05,131811.2,93.8,0.82,93.8,54.25,100
US Commodity Funds United States Oil Fund,USO,YES,Finance,Financial - Investment Funds,2032.98,159.2,18269124,12.77,0.69,13.28,8.71,88.84
"U.S. Physical Therapy, Inc.",USPH,YES,Medical,Medical - Outpatient and Home Healthcare,1078.83,12.58,58180.2,85.75,1.08,86.55,56.85,97.31
United Therapeutics Corporation,UTHR,YES,Medical,Medical - Drugs,4772.8,43.24,388291.44,110.38,1.34,151.94,107.21,7.09
Universal Technical Institute Inc,UTI,YES,Consumer Discretionary,Schools,76.78,25.01,63875.45,3.07,3.17,3.85,2.28,50.32
UNITIL Corporation,UTL,YES,Utilities,Utility - Electric Power,699.36,14.82,56063.2,47.2,0.09,52.52,42.04,49.24
UTStarcom Holdings Corp,UTSI,YES,Computer and Technology,Communication - Components,169.45,35.45,79495.25,4.78,0.28,6.44,1.96,62.95
United Technologies Corporation,UTX,YES,Conglomerates,Diversified Operations,97748.91,799.78,4628649.5,122.22,1.08,138.32,109.55,44.04
